u_core.u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[4\],20.77µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_iq_reg\[0\],20.77µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[7\],20.77µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[6\],20.77µm
_00439_,20.72µm
_01099_,20.72µm
_02153_,20.72µm
_02163_,20.72µm
_02840_,20.72µm
_03250_,20.72µm
_03357_,20.72µm
_03380_,20.72µm
_03606_,20.72µm
_03727_,20.72µm
_04285_,20.72µm
_04554_,20.72µm
_04809_,20.72µm
_05188_,20.72µm
_06384_,20.72µm
_06977_,20.72µm
_06979_,20.72µm
_07132_,20.72µm
_07298_,20.72µm
_07798_,20.72µm
_08214_,20.72µm
u_core.u_transform_scheduler_core.dft12_ram_i\[7\]\[0\],20.72µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[29\],20.72µm
u_core.u_transform_scheduler_core.rx_state\[1\],20.72µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[12\],20.72µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[6\],20.72µm
u_core.u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[11\],20.36µm
_02339_,20.31µm
_04563_,20.31µm
_05582_,20.31µm
u_core.debug_wdata\[14\],20.31µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[7\],20.31µm
u_core.u_transform_scheduler_core.u_subcarrier_mapper.clear_index\[6\],20.31µm
_02401_,20.26µm
_03196_,20.26µm
_04198_,20.26µm
_07604_,20.26µm
_08004_,20.26µm
_08792_,20.26µm
_08835_,20.26µm
u_core.u_transform_scheduler_core.dft12_ram_i\[1\]\[6\],20.26µm
u_core.u_transform_scheduler_core.dft12_ram_q\[0\]\[15\],20.26µm
u_core.u_transform_scheduler_core.fifo_x0_i\[0\]\[0\],20.26µm
u_core.u_transform_scheduler_core.mod_x0_q\[9\],20.26µm
u_core.u_transform_scheduler_core.result_meta_inverse\[0\]\[0\],20.26µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[1\]\[4\],20.26µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.i_half\[9\],20.26µm
_00725_,20.21µm
_01016_,20.21µm
_01704_,20.21µm
_02362_,20.21µm
_02568_,20.21µm
_02735_,20.21µm
_03665_,20.21µm
_04242_,20.21µm
_04243_,20.21µm
_04316_,20.21µm
_04722_,20.21µm
_05457_,20.21µm
_05496_,20.21µm
_05589_,20.21µm
_05678_,20.21µm
_06089_,20.21µm
_06253_,20.21µm
_07053_,20.21µm
_08034_,20.21µm
_08921_,20.21µm
u_core.debug_wdata\[6\],20.21µm
u_core.echo_data\[1\],20.21µm
u_core.u_transform_scheduler_core.dft12_ram_i\[0\]\[10\],20.21µm
u_core.u_transform_scheduler_core.dft12_ram_q\[0\]\[12\],20.21µm
u_core.u_transform_scheduler_core.dft12_ram_q\[0\]\[2\],20.21µm
u_core.u_transform_scheduler_core.mod_x0_i\[13\],20.21µm
u_core.u_transform_scheduler_core.mod_x0_q\[15\],20.21µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.combine_sum_i_reg\[0\],20.21µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[0\],20.21µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[6\],20.21µm
_00443_,20.16µm
_00729_,20.16µm
_02203_,20.16µm
_02333_,20.16µm
_03078_,20.16µm
_03785_,20.16µm
_04118_,20.16µm
_04196_,20.16µm
_05003_,20.16µm
_05730_,20.16µm
_05817_,20.16µm
_06870_,20.16µm
_07333_,20.16µm
_07454_,20.16µm
_07840_,20.16µm
_08970_,20.16µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[2\],20.16µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[1\],20.16µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[6\],20.16µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_wdata\[5\],20.02µm
_07821_,19.8µm
_02127_,19.75µm
_05365_,19.75µm
_08843_,19.75µm
u_core.u_transform_scheduler_core.fifo_x1_q\[0\]\[0\],19.75µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[0\],19.75µm
_03915_,19.7µm
_04099_,19.7µm
_06254_,19.7µm
_06321_,19.7µm
_07299_,19.7µm
_07569_,19.7µm
_08228_,19.7µm
_08281_,19.7µm
_08374_,19.7µm
_08425_,19.7µm
_08479_,19.7µm
_09038_,19.7µm
u_core.u_transform_scheduler_core.dft12_ram_i\[0\]\[8\],19.7µm
u_core.u_transform_scheduler_core.ofdm_sample_q\[4\],19.7µm
u_core.u_transform_scheduler_core.rx_fft128_i\[1\],19.7µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[0\]\[9\],19.7µm
u_core.u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[0\],19.7µm
u_core.u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[14\],19.7µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.i_half\[3\],19.7µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[0\],19.7µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.final_scalar_product_reg\[6\],19.7µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[4\],19.7µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[12\],19.7µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_ii_reg\[2\],19.7µm
u_core.u_transform_scheduler_core.u_tdiq_output_cp_insert.request_sample\[7\],19.7µm
_00047_,19.65µm
_00069_,19.65µm
_02304_,19.65µm
_02352_,19.65µm
_03190_,19.65µm
_03374_,19.65µm
_03861_,19.65µm
_04123_,19.65µm
_04367_,19.65µm
_04473_,19.65µm
_05167_,19.65µm
_05178_,19.65µm
_05481_,19.65µm
_05511_,19.65µm
_05900_,19.65µm
_05915_,19.65µm
_05948_,19.65µm
_06213_,19.65µm
_06626_,19.65µm
_06894_,19.65µm
_06948_,19.65µm
_07805_,19.65µm
_08355_,19.65µm
_08483_,19.65µm
_08613_,19.65µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[2\],19.65µm
u_core.u_transform_scheduler_core.fifo_x0_i\[0\]\[1\],19.65µm
u_core.u_transform_scheduler_core.fifo_x0_q\[0\]\[4\],19.65µm
u_core.u_transform_scheduler_core.fifo_x1_q\[0\]\[5\],19.65µm
u_core.u_transform_scheduler_core.rx_small_x2_i\[0\],19.65µm
u_core.u_transform_scheduler_core.tx_sample_q\[1\],19.65µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[4\],19.65µm
_01051_,19.6µm
_01845_,19.6µm
_02317_,19.6µm
_02965_,19.6µm
_03040_,19.6µm
_03432_,19.6µm
_03466_,19.6µm
_03473_,19.6µm
_03799_,19.6µm
_04949_,19.6µm
_05127_,19.6µm
_05816_,19.6µm
_06350_,19.6µm
_06850_,19.6µm
_07686_,19.6µm
_07819_,19.6µm
_08183_,19.6µm
_08518_,19.6µm
u_core.debug_wdata\[11\],19.6µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[0\]\[10\],19.6µm
u_core.u_transform_scheduler_core.tx_sample_i\[6\],19.6µm
u_core.u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[5\],19.6µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[11\],19.6µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rq_reg\[5\],19.6µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[9\],19.6µm
u_core.u_transform_scheduler_core.u_tdiq_input_cp_remove.held_i\[0\],19.6µm
_06433_,19.19µm
u_core.u_transform_scheduler_core.rx_dft12_i\[2\],19.19µm
u_core.u_transform_scheduler_core.rx_small_x0_i\[3\],19.19µm
u_core.u_transform_scheduler_core.rx_small_x0_i\[5\],19.19µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[0\],19.19µm
_00219_,19.14µm
_02261_,19.14µm
_02512_,19.14µm
_04070_,19.14µm
_07238_,19.14µm
_07484_,19.14µm
_08229_,19.14µm
_08424_,19.14µm
_08551_,19.14µm
u_core.debug_wdata\[8\],19.14µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[28\],19.14µm
u_core.u_transform_scheduler_core.mod_x0_q\[8\],19.14µm
u_core.u_transform_scheduler_core.ofdm_sample_q\[6\],19.14µm
u_core.u_transform_scheduler_core.rx_small_x0_q\[1\],19.14µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[0\]\[11\],19.14µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[1\]\[12\],19.14µm
u_core.u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_i\[15\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[13\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_q_reg\[2\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[13\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.high_rq_reg\[2\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[13\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_rr_reg\[1\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[19\],19.14µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[14\],19.14µm
_08371_,19.1µm
_00009_,19.09µm
_02351_,19.09µm
_02418_,19.09µm
_02510_,19.09µm
_02736_,19.09µm
_03364_,19.09µm
_03618_,19.09µm
_03716_,19.09µm
_04111_,19.09µm
_04629_,19.09µm
_04642_,19.09µm
_05002_,19.09µm
_05259_,19.09µm
_05702_,19.09µm
_05754_,19.09µm
_05755_,19.09µm
_06032_,19.09µm
_06391_,19.09µm
_07342_,19.09µm
_07697_,19.09µm
_07761_,19.09µm
_07911_,19.09µm
_08130_,19.09µm
_08342_,19.09µm
_08375_,19.09µm
_08442_,19.09µm
_08918_,19.09µm
u_core.u_transform_scheduler_core.tx_dout\[7\],19.09µm
u_core.u_transform_scheduler_core.tx_sample_q\[0\],19.09µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[26\],19.09µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[12\],19.09µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[6\],19.09µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_ii_reg\[12\],19.09µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_i_reg\[3\],19.09µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.x0_i_ext\[2\],19.09µm
_02221_,19.04µm
_02377_,19.04µm
_02689_,19.04µm
_03100_,19.04µm
_03370_,19.04µm
_03398_,19.04µm
_03656_,19.04µm
_03849_,19.04µm
_04353_,19.04µm
_04718_,19.04µm
_05010_,19.04µm
_05719_,19.04µm
_05841_,19.04µm
_06982_,19.04µm
_07026_,19.04µm
_07418_,19.04µm
_07458_,19.04µm
_07464_,19.04µm
_07641_,19.04µm
_08167_,19.04µm
_08250_,19.04µm
_08852_,19.04µm
_08860_,19.04µm
_09084_,19.04µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[0\]\[9\],19.04µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[0\],18.9µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_cen,18.9µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.u_lo.macro_cen,18.9µm
_06912_,18.81µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.high_rr_reg\[11\],18.73µm
_02021_,18.63µm
_07619_,18.63µm
_07973_,18.63µm
_08702_,18.63µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[0\]\[3\],18.63µm
_07397_,18.61µm
_03893_,18.58µm
_04158_,18.58µm
_04705_,18.58µm
_05701_,18.58µm
_05829_,18.58µm
_06469_,18.58µm
_07738_,18.58µm
_07839_,18.58µm
_08545_,18.58µm
u_core.u_transform_scheduler_core.dft12_ram_i\[3\]\[8\],18.58µm
u_core.u_transform_scheduler_core.fifo_x1_q\[0\]\[1\],18.58µm
u_core.u_transform_scheduler_core.rx_dft12_i\[4\],18.58µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[1\]\[12\],18.58µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[1\]\[8\],18.58µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.i_half\[0\],18.58µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[13\],18.58µm
_07507_,18.57µm
_00203_,18.53µm
_00258_,18.53µm
_00568_,18.53µm
_01854_,18.53µm
_02000_,18.53µm
_02183_,18.53µm
_02279_,18.53µm
_02924_,18.53µm
_03218_,18.53µm
_03396_,18.53µm
_03518_,18.53µm
_03699_,18.53µm
_03709_,18.53µm
_04982_,18.53µm
_05366_,18.53µm
_06471_,18.53µm
_06952_,18.53µm
_07524_,18.53µm
_07756_,18.53µm
_07917_,18.53µm
_08048_,18.53µm
_08143_,18.53µm
_08554_,18.53µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[1\]\[6\],18.53µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[4\],18.53µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_sum_i_reg\[0\],18.53µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[1\],18.53µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[3\],18.53µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[1\],18.53µm
_03140_,18.48µm
_03302_,18.48µm
_03410_,18.48µm
_03418_,18.48µm
_03427_,18.48µm
_03760_,18.48µm
_03843_,18.48µm
_04272_,18.48µm
_04884_,18.48µm
_05107_,18.48µm
_05187_,18.48µm
_05190_,18.48µm
_05770_,18.48µm
_06266_,18.48µm
_06314_,18.48µm
_06581_,18.48µm
_06623_,18.48µm
_06697_,18.48µm
_07005_,18.48µm
_07220_,18.48µm
_07630_,18.48µm
_07700_,18.48µm
u_core.debug_read_latch\[3\],18.48µm
u_core.u_transform_scheduler_core.mod_x0_q\[2\],18.48µm
u_core.u_transform_scheduler_core.ofdm_mem_addr\[5\],18.48µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[1\]\[14\],18.48µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[10\],18.48µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[13\],18.48µm
u_core.u_transform_scheduler_core.u_fdiq_input_adapter.held_i\[10\],18.48µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.high_iq_reg\[10\],18.48µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_wdata\[7\],18.34µm
din_valid_i_PU,18.305µm
din_PU[2],18.11µm
_04556_,18.07µm
_04704_,18.07µm
_07891_,18.07µm
_08445_,18.07µm
u_core.u_transform_scheduler_core.mod_diag_X1_q\[7\],18.07µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.i_half\[14\],18.07µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[1\],18.07µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_re_reg\[2\],18.07µm
u_core.u_transform_scheduler_core.u_tdiq_input_cp_remove.held_i\[3\],18.07µm
_00277_,18.02µm
_02193_,18.02µm
_02274_,18.02µm
_02364_,18.02µm
_02802_,18.02µm
_03986_,18.02µm
_04034_,18.02µm
_04049_,18.02µm
_04120_,18.02µm
_04683_,18.02µm
_05277_,18.02µm
_06069_,18.02µm
_07413_,18.02µm
_07737_,18.02µm
_08658_,18.02µm
_08813_,18.02µm
_08892_,18.02µm
_08956_,18.02µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[18\],18.02µm
u_core.u_transform_scheduler_core.fifo_x0_i\[0\]\[4\],18.02µm
u_core.u_transform_scheduler_core.mod_x0_q\[1\],18.02µm
u_core.u_transform_scheduler_core.ofdm_sample_q\[2\],18.02µm
u_core.u_transform_scheduler_core.rx_small_x0_i\[1\],18.02µm
u_core.u_transform_scheduler_core.tx_sample_index\[0\],18.02µm
u_core.u_transform_scheduler_core.u_fdiq_output_adapter.sample_i_reg\[10\],18.02µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[28\],18.02µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_sum_q_reg\[0\],18.02µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[11\],18.02µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[5\],18.02µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[2\],18.02µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[10\],18.02µm
_00267_,17.97µm
_00279_,17.97µm
_00335_,17.97µm
_00359_,17.97µm
_00669_,17.97µm
_01711_,17.97µm
_01853_,17.97µm
_02170_,17.97µm
_02294_,17.97µm
_02561_,17.97µm
_03288_,17.97µm
_03406_,17.97µm
_03554_,17.97µm
_03694_,17.97µm
_04150_,17.97µm
_04215_,17.97µm
_04852_,17.97µm
_05685_,17.97µm
_05890_,17.97µm
_06331_,17.97µm
_07145_,17.97µm
_07328_,17.97µm
_08361_,17.97µm
_08386_,17.97µm
_08576_,17.97µm
_08615_,17.97µm
_08690_,17.97µm
_08760_,17.97µm
u_core.output_left\[7\],17.97µm
u_core.u_transform_scheduler_core.dft12_state\[2\],17.97µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[17\],17.97µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[30\],17.97µm
u_core.u_transform_scheduler_core.mod_x0_i\[11\],17.97µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[2\]\[7\],17.97µm
u_core.u_transform_scheduler_core.tx_sample_q\[5\],17.97µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_q_reg\[7\],17.97µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_iq_reg\[1\],17.97µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_x0_q_reg\[15\],17.97µm
_00013_,17.92µm
_00304_,17.92µm
_00773_,17.92µm
_01077_,17.92µm
_01444_,17.92µm
_02528_,17.92µm
_02955_,17.92µm
_03360_,17.92µm
_03497_,17.92µm
_03510_,17.92µm
_03623_,17.92µm
_04100_,17.92µm
_05438_,17.92µm
_05536_,17.92µm
_06005_,17.92µm
_06817_,17.92µm
_07551_,17.92µm
_07874_,17.92µm
_07944_,17.92µm
_07971_,17.92µm
_08619_,17.92µm
_08855_,17.92µm
u_core.debug_wdata\[2\],17.92µm
u_core.u_transform_scheduler_core.fifo_x2_i\[0\]\[6\],17.92µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[0\]\[2\],17.92µm
_04493_,17.51µm
_07614_,17.51µm
_08418_,17.51µm
_08493_,17.51µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.combine_sum_q_reg\[0\],17.51µm
_01066_,17.46µm
_03782_,17.46µm
_04078_,17.46µm
_04263_,17.46µm
_05260_,17.46µm
_06046_,17.46µm
_06416_,17.46µm
_07504_,17.46µm
_08310_,17.46µm
_08332_,17.46µm
_08804_,17.46µm
u_core.u_transform_scheduler_core.fifo_x1_q\[0\]\[2\],17.46µm
u_core.u_transform_scheduler_core.mod_x0_q\[10\],17.46µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[2\]\[5\],17.46µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.i_half\[1\],17.46µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.saved_wdata\[30\],17.46µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_x0_i_reg\[15\],17.46µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_i_reg\[3\],17.46µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_input_q_reg\[11\],17.46µm
_00034_,17.41µm
_00217_,17.41µm
_00344_,17.41µm
_00502_,17.41µm
_01829_,17.41µm
_01952_,17.41µm
_02218_,17.41µm
_02262_,17.41µm
_02311_,17.41µm
_02358_,17.41µm
_02845_,17.41µm
_03043_,17.41µm
_03102_,17.41µm
_03927_,17.41µm
_04472_,17.41µm
_04605_,17.41µm
_04648_,17.41µm
_04702_,17.41µm
_04980_,17.41µm
_06221_,17.41µm
_06246_,17.41µm
_06721_,17.41µm
_06779_,17.41µm
_07666_,17.41µm
_07956_,17.41µm
_08202_,17.41µm
_08722_,17.41µm
_08960_,17.41µm
u_core.debug_wdata\[0\],17.41µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[20\],17.41µm
u_core.u_transform_scheduler_core.fft_mem_rdata\[26\],17.41µm
u_core.u_transform_scheduler_core.tx_dft12_hold_i\[0\]\[4\],17.41µm
u_core.u_transform_scheduler_core.tx_sample_q\[6\],17.41µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_half_sum_i_reg\[5\],17.41µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_q_reg\[4\],17.41µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_iq_reg\[16\],17.41µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.x0_q_ext\[9\],17.41µm
_00253_,17.36µm
_00482_,17.36µm
_02432_,17.36µm
_02459_,17.36µm
_02661_,17.36µm
_03563_,17.36µm
_04136_,17.36µm
_04216_,17.36µm
_05583_,17.36µm
_05710_,17.36µm
_06024_,17.36µm
_06055_,17.36µm
_06174_,17.36µm
_06352_,17.36µm
_06422_,17.36µm
_06621_,17.36µm
_07078_,17.36µm
_07084_,17.36µm
_07241_,17.36µm
_07470_,17.36µm
_07720_,17.36µm
_07847_,17.36µm
_08656_,17.36µm
_08936_,17.36µm
u_core.u_transform_scheduler_core.dft12_ram_q\[0\]\[6\],17.36µm
u_core.u_transform_scheduler_core.u_fft_scratch_sram.u_hi.macro_addr\[3\],17.22µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.product_rr_reg\[7\],17µm
_04039_,16.95µm
_08420_,16.95µm
_08569_,16.95µm
_08900_,16.95µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_half_sum_i_reg\[2\],16.95µm
_00213_,16.9µm
_00241_,16.9µm
_03994_,16.9µm
_04009_,16.9µm
_04265_,16.9µm
_04531_,16.9µm
_04651_,16.9µm
_06526_,16.9µm
_07519_,16.9µm
_07815_,16.9µm
_08309_,16.9µm
_08443_,16.9µm
_08649_,16.9µm
_08739_,16.9µm
u_core.u_transform_scheduler_core.dft12_ram_i\[1\]\[10\],16.9µm
u_core.u_transform_scheduler_core.fifo_x0_i\[0\]\[2\],16.9µm
u_core.u_transform_scheduler_core.ofdm_sample_index\[5\],16.9µm
u_core.u_transform_scheduler_core.rx_fft128_i\[5\],16.9µm
u_core.u_transform_scheduler_core.rx_small_x0_q\[4\],16.9µm
u_core.u_transform_scheduler_core.rx_small_x1_q\[2\],16.9µm
u_core.u_transform_scheduler_core.tx_dft12_hold_q\[1\]\[2\],16.9µm
u_core.u_transform_scheduler_core.u_fft128_modulo_controller.fetch_x1_q\[4\],16.9µm
u_core.u_transform_scheduler_core.u_fft128_modulo_controller.pending_writes_done,16.9µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.arithmetic_uop_reg\[1\],16.9µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.low_iq_reg\[4\],16.9µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.premultiply_twiddle_im_reg\[3\],16.9µm
u_core.u_transform_scheduler_core.u_mixed_radix_butterfly.twiddle_im_reg\[0\],16.9µm
u_core.u_transform_scheduler_core.u_tdiq_input_cp_remove.input_sample_index\[4\],16.9µm
u_core.u_transform_scheduler_core.u_tdiq_input_cp_remove.useful_sample_index\[6\],16.9µm
_00103_,16.85µm
_00108_,16.85µm
_00741_,16.85µm
_01595_,16.85µm
_01705_,16.85µm
_02011_,16.85µm
_02152_,16.85µm
_02413_,16.85µm
_02487_,16.85µm
_02632_,16.85µm
_03689_,16.85µm
_04125_,16.85µm
_04251_,16.85µm
_04255_,16.85µm
_05114_,16.85µm
_05151_,16.85µm
_05579_,16.85µm
_05820_,16.85µm
_05898_,16.85µm
_06006_,16.85µm
_06120_,16.85µm
_07096_,16.85µm
_07880_,16.85µm
_08580_,16.85µm
_08659_,16.85µm
_08833_,16.85µm
u_core.debug_wdata\[3\],16.85µm
u_core.debug_wdata\[7\],16.85µm
